,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
71231,Snacks,Supplier_T1,West,Medium,7/31/2025,Fall,0,3.25,54,8,3.1,0,54,No,No,6,56.2,Low,0,0,0.827,0.812,3,80.1,2.92,73.58,1
71232,Household,Supplier_M2,Central,Large,7/31/2025,Summer,40,6.07,30,2,4.56,0,47,No,No,4,71.6,Low,0,6.48,0.694,0.816,34,94.6,4.76,75.67,0
71233,Beverages,Supplier_I2,Central,Medium,6/12/2025,Summer,24,3.48,46,6,4.1,0,48,No,No,1,63.4,High,0,6.7,1.03,1.1,8,79.6,4.22,68.99,0
71234,Bakery,Supplier_H2,North,Medium,8/8/2025,Summer,6,2.55,12,2,0.56,0,30,Yes,No,8.5,57.3,Low,1,2.26,0.184,1.095,11,90.3,0.66,68.33,0
71235,Household,Supplier_V1,Central,Large,6/15/2025,Winter,37,6.9,60,8.5,3.03,0,58,Yes,No,1,78.2,Low,0,5.29,0.409,1.08,21,86.5,3.72,52.08,1
71236,Dairy,Supplier_P1,East,Medium,8/14/2025,Winter,63,11.125,60,2,1.56,0,104.5,No,No,1,88.6,High,1,5.6,0.119,0.975,12,91.5,1.84,42.95,0
71237,Personal Care,Supplier_R2,West,Medium,7/7/2025,Fall,26,1.1,6,1,6.01,0,30,No,No,0,47.1,Low,0,21.67,3.756,0.718,6,94.6,6.43,65.78,1
71238,Dairy,Supplier_F1,Central,Small,6/18/2025,Spring,22,1.73,10,3,1.42,0,46,No,No,4,39.4,Medium,1,12.02,0.637,0.847,27,76.7,1.46,54.79,0
71239,Produce,Supplier_S2,North,Large,6/2/2025,Summer,43,3.76,9,2,3.23,0,50,No,No,1,48.3,Low,1,11.14,0.758,0.983,24,81.4,3.56,42.04,0
71240,Meat,Supplier_P2,North,Small,7/29/2025,Spring,63,10.82,17,1,0.77,0,101,No,No,1,88,High,1,6.04,0.068,0.94,7,70.5,0.73,67.16,0
71241,Produce,Supplier_Q1,East,Medium,8/29/2025,Summer,10,2.57,2,1,9.43,0,37,No,No,2,67.1,Low,1,3.75,3.072,0.977,4,66.4,8.33,34.75,1
71242,Bakery,Supplier_L2,East,Medium,7/18/2025,Winter,6,2.37,16,3,3.19,0,15,No,No,1,61.7,Medium,1,2.43,1.111,0.881,20,65.7,3.2,47.94,0
71243,Produce,Supplier_G1,North,Small,7/27/2025,Spring,26,0.43,2,3,9.17,0,38,No,No,2,57.1,Low,1,22.535,4.277,1.105,33,67.2,9.02,62.76,0
71244,Frozen,Supplier_N1,West,Large,6/27/2025,Spring,24,7.06,41,3,1.77,0,32,No,No,2,59.4,Low,1,3.35,0.234,1.198,14,85.8,2.13,56.37,0
71245,Dairy,Supplier_B1,Central,Large,8/4/2025,Spring,16,0.86,2,1,4.79,0,26,No,Yes,3,53.2,Low,1,16.67,3.522,0.71,4,69.2,4.4,27.93,0
71246,Bakery,Supplier_H1,South,Medium,8/27/2025,Spring,63,11.125,60,2,4.48,0,104.5,Yes,No,8.5,100,High,1,3.59,0.184,0.97,15,99.1,4.16,47.98,0
71247,Frozen,Supplier_N2,South,Large,7/19/2025,Summer,3,5.91,11,1,1.67,0,39,No,Yes,4,76.4,Low,1,0.5,0.261,0.872,26,99.1,1.61,50.51,0
71248,Snacks,Supplier_G2,West,Medium,7/20/2025,Fall,15,3.53,22,5,2.78,0,30,No,No,1,59.7,Low,0,4.13,0.69,0.74,28,98.8,3.44,39.68,0
71249,Dairy,Supplier_W1,South,Large,6/21/2025,Spring,17,3.45,3,1,2.48,0,38,No,Yes,1,56.1,Medium,1,4.79,0.628,1.245,1,79.4,2.15,20.68,0
71250,Household,Supplier_S2,Central,Medium,7/3/2025,Fall,33,1.89,13,5,9.765,0,37,No,No,3,53.7,High,0,16.58,4.277,0.983,33,96.5,10.335,43.71,0
71251,Dairy,Supplier_R1,Central,Small,8/20/2025,Spring,14,1.85,11,2,2.87,0,40,No,No,1,64.6,High,1,7.18,1.221,0.807,27,89.8,3.17,61.16,0
71252,Dairy,Supplier_P1,South,Small,8/10/2025,Spring,30,0.64,4,4,7.82,0,33,No,No,3,63.9,High,1,22.535,4.277,0.975,26,79.9,8.98,47.43,0
71253,Personal Care,Supplier_G2,South,Medium,7/24/2025,Fall,17,3.49,6,2,3.85,0,32,Yes,No,0,59.7,High,0,4.74,0.965,0.74,28,91.2,3.76,42.52,0
71254,Meat,Supplier_N2,West,Medium,8/4/2025,Fall,40,9.86,60,3,5.64,0,60,No,No,6,83.8,Medium,1,4.02,0.544,0.872,25,64.9,6.74,50.09,0
71255,Beverages,Supplier_Q1,South,Medium,7/20/2025,Fall,38,1.87,12,2,1.59,0,39,No,No,2,45.1,Medium,0,19.29,0.671,0.977,7,62.5,1.91,41.69,0
71256,Beverages,Supplier_H2,North,Medium,6/30/2025,Spring,3,1.17,28,8.5,9.765,0,17,Yes,No,8.5,64.6,Medium,0,2.36,4.277,1.095,26,60.9,10.335,44.66,1
71257,Beverages,Supplier_C2,South,Small,8/14/2025,Winter,4,0.77,7,2,4.94,0,31,Yes,No,8.5,68.5,Medium,0,4.6,3.89,1.058,9,68,5.19,61.57,0
71258,Dairy,Supplier_I2,Central,Medium,8/18/2025,Fall,21,2.26,11,3,8.68,0,32,No,No,1,46.7,Low,1,8.9,3.145,1.1,29,81.6,9.57,66.42,0
71259,Snacks,Supplier_D1,Central,Medium,7/22/2025,Spring,4,1.35,14,7,3.27,0,21,No,No,8.5,64.3,Low,0,2.76,1.768,1.015,7,76.2,3.65,56.54,1
71260,Snacks,Supplier_P1,West,Large,7/5/2025,Summer,16,11.125,60,4,3.22,0,64,No,No,3,90,Low,0,1.23,0.239,0.975,1,97.2,3.15,36.8,1
71261,Personal Care,Supplier_K2,West,Small,7/17/2025,Spring,2,0.69,3,4,3.38,0,21,No,No,2,41.5,Low,0,2.53,2.84,1.167,18,94.3,4.12,70.64,0
71262,Produce,Supplier_I2,Central,Small,8/19/2025,Summer,39,7.56,30,2,2.69,0,59,No,No,0,79.9,Low,1,5.09,0.334,1.1,16,81.6,3.08,19.53,0
71263,Meat,Supplier_I1,North,Small,7/25/2025,Fall,26,4.04,9,1,3.72,0,95,Yes,No,1,78.1,Medium,1,6.28,0.819,1.058,3,67.7,3.91,30.16,0
71264,Produce,Supplier_S2,North,Medium,8/11/2025,Winter,11,3.17,22,3,1.83,0,32,No,No,8,74.2,High,1,3.36,0.499,0.983,20,61.6,2.07,35.95,0
71265,Dairy,Supplier_A1,Central,Large,6/30/2025,Fall,33,4.74,21,2,9.765,0,64,No,Yes,0,66.8,Low,1,6.82,2.113,0.722,34,81.2,10.335,62.07,0
71266,Meat,Supplier_Q1,West,Medium,7/20/2025,Spring,6,2.59,4,1,4.97,0,17,No,Yes,3,75.9,Medium,1,2.23,1.608,0.977,1,68.5,4.28,79.63,0
71267,Snacks,Supplier_Q1,North,Small,6/9/2025,Summer,18,3.23,60,8.5,1.76,0,47,Yes,Yes,6,62.6,High,0,5.41,0.472,0.977,12,88.2,1.94,71.81,0
71268,Household,Supplier_T1,Central,Small,6/22/2025,Summer,4,0.53,2,2,3.12,0,12,No,No,2,47.9,Low,0,6.35,3.029,0.812,1,61.3,3.77,51.34,0
71269,Beverages,Supplier_X1,East,Small,7/10/2025,Spring,15,1.09,2,2,3.65,0,36,No,No,1,60.5,Low,0,12.61,2.296,0.766,14,66.1,4.03,25.91,0
71270,Produce,Supplier_M1,East,Medium,6/26/2025,Summer,26,7.63,11,1,9.765,0,50,No,No,0,77.7,Low,1,3.36,1.384,1.004,8,70.2,10.335,34.44,0
71271,Personal Care,Supplier_Q1,Central,Small,8/28/2025,Fall,4,0.32,6,4,0.66,0,27,No,No,8.5,46.7,Medium,0,9.52,0.805,0.977,5,63.4,0.68,38.31,0
71272,Snacks,Supplier_V1,West,Large,7/11/2025,Spring,0,2.95,12,4,9.765,0,39,No,No,5,54.4,Medium,0,0,3.623,1.08,14,68.5,10.335,45.16,1
71273,Dairy,Supplier_O2,South,Small,7/6/2025,Summer,0,1.69,2,2,4.73,0,36,No,No,5,70.2,High,1,0,2.16,1.138,17,80.9,5.41,60.33,1
71274,Household,Supplier_N1,West,Medium,7/25/2025,Summer,38,3.59,34,5,1.14,0,66,No,No,8.5,64.4,Low,0,10.3,0.279,1.198,9,82.8,1.25,25.98,0
71275,Personal Care,Supplier_F2,West,Medium,7/5/2025,Fall,2,3.08,28,5,3.52,0,24,No,No,1,55.8,Medium,0,0.63,0.983,1.242,25,72.6,3.68,29.86,0
71276,Personal Care,Supplier_U1,West,Small,6/5/2025,Fall,18,2.76,40,6,5.34,0,24,No,No,8.5,52.8,Low,0,6.29,1.638,1.262,13,74.6,6.02,77.04,0
71277,Produce,Supplier_I1,South,Small,6/22/2025,Spring,28,2.48,6,1,9.765,0,45,No,No,3,67.3,Low,1,10.85,3.426,1.058,13,79.2,9.07,78.18,0
71278,Beverages,Supplier_K1,East,Medium,8/27/2025,Fall,2,1.33,21,8,7.53,0,24,Yes,No,5,56.6,High,0,1.4,4.115,0.827,8,91.6,6.77,44.51,1
71279,Snacks,Supplier_S2,West,Large,8/21/2025,Summer,0,2.27,8,2,9.765,0,34,No,No,0,67,High,0,0,4.277,0.983,27,76.4,10.335,28.52,1
71280,Beverages,Supplier_E2,North,Medium,8/27/2025,Spring,3,1.36,8,1,3.03,0,22,No,No,3,62.4,Low,0,2.05,1.629,0.724,12,64.3,2.86,57.72,0
71281,Produce,Supplier_E2,South,Small,7/1/2025,Winter,16,2.15,17,3,2.53,0,34,No,No,5,68.7,Low,1,7.11,0.955,0.724,11,61.9,2.86,54,0
71282,Beverages,Supplier_G2,Central,Small,7/19/2025,Summer,31,4.54,44,5,1.67,0,72,No,No,0,64.4,High,0,6.68,0.331,0.74,26,71.2,2,26.43,0
71283,Dairy,Supplier_Q1,South,Medium,7/4/2025,Spring,0,2.14,7,1,2.24,0,37,Yes,Yes,8.5,77.1,Medium,1,0,0.848,0.975,26,72.1,2.45,42.9,1
71284,Dairy,Supplier_C1,North,Small,7/9/2025,Spring,10,1.18,2,1,2.87,0,26,No,No,1,69.2,Medium,1,7.81,1.708,0.988,3,67.1,2.5,27.07,0
71285,Meat,Supplier_Q1,Central,Small,7/31/2025,Fall,13,1.05,4,1,5.22,0,19,Yes,No,0,71.9,Low,1,11.3,3.368,0.977,33,98.2,5.64,63.15,0
71286,Beverages,Supplier_W1,East,Small,8/25/2025,Summer,39,2.97,4,2,2.93,0,44,Yes,No,1,59.2,Low,0,12.7,0.844,1.245,24,84.3,2.91,14.92,0
71287,Bakery,Supplier_R1,West,Medium,7/28/2025,Spring,34,4.04,11,2,2.99,0,43,Yes,No,4,56.7,Low,1,8.21,0.659,0.807,29,98.3,3.35,61.69,0
71288,Household,Supplier_A2,West,Small,8/11/2025,Summer,16,1.3,6,3,2.52,0,25,No,No,0,60.7,Medium,0,11.43,1.4,0.948,20,88.2,2.42,53.27,0
71289,Snacks,Supplier_R2,Central,Small,6/15/2025,Spring,17,11.125,60,4,3.51,0,104.5,No,No,4,88.6,Medium,0,1.4,0.28,0.718,18,95.8,3.31,29.03,1
71290,Dairy,Supplier_G2,East,Medium,7/18/2025,Summer,2,2.83,17,2,4.09,0,40,No,No,2,63.8,Low,1,0.68,1.228,0.74,29,84,4.09,44.7,0
71291,Personal Care,Supplier_O2,South,Medium,6/22/2025,Summer,20,2.27,2,1,3.59,0,28,No,No,0,68.6,High,0,8.44,1.296,1.138,9,93.1,3.96,39.18,0
71292,Snacks,Supplier_U1,Central,Medium,8/13/2025,Fall,5,11.125,39,1,4.32,0,104.5,Yes,No,2,100,Medium,0,0.15,0.131,1.262,4,79,3.34,36.3,1
71293,Personal Care,Supplier_J2,South,Medium,6/1/2025,Summer,63,9.75,48,3,7.96,0,91,No,No,3,74.4,Low,0,7.92,0.777,1.102,10,68,8.53,54.07,0
71294,Beverages,Supplier_E1,West,Medium,8/7/2025,Winter,5,1.26,19,7,4.01,0,37,No,No,1,55.2,Medium,0,3.68,2.278,1.003,8,94.1,4.34,58.56,0
71295,Meat,Supplier_H2,South,Large,8/25/2025,Summer,12,3.28,6,1,3.47,0,46,No,No,1,67,Low,1,3.55,0.918,1.095,24,90.5,4.25,57.41,0
71296,Produce,Supplier_W1,North,Small,6/10/2025,Winter,25,6.77,12,1,3.05,0,60,No,No,1,74.4,High,1,3.64,0.42,1.245,2,89.1,3.37,64.61,1
71297,Snacks,Supplier_N2,East,Small,6/5/2025,Fall,10,1.81,32,8.5,0.53,0,22,Yes,No,3,71,Medium,0,5.24,0.229,0.872,20,98.5,0.58,55.72,0
71298,Frozen,Supplier_Q2,North,Medium,8/9/2025,Winter,2,3.33,3,1,1.31,0,26,No,No,8.5,43.9,Medium,1,0.58,0.342,1.123,17,60.8,1.28,54.06,1
71299,Produce,Supplier_D2,Central,Small,8/15/2025,Fall,28,1.76,7,2,3.13,0,49,No,No,2,50.1,High,1,15.05,1.385,0.895,32,78.5,2.66,55.01,0
71300,Bakery,Supplier_N2,West,Small,8/4/2025,Fall,49,6.06,16,1,2.15,0,76,No,Yes,0,84.1,Low,1,7.95,0.328,0.872,22,93.5,2.34,46.01,0
71301,Dairy,Supplier_E2,Central,Medium,7/4/2025,Spring,2,2.89,6,1,3.86,0,28,No,No,7,56.8,Low,1,0.67,1.139,0.724,21,80.1,4.37,45.38,0
71302,Meat,Supplier_N2,South,Small,8/5/2025,Winter,45,5.28,21,2,5.49,0,55,No,No,5,53.5,Low,1,8.36,0.95,0.872,4,85.4,5.73,29.41,0
71303,Snacks,Supplier_I1,Central,Medium,6/10/2025,Fall,14,1.57,9,3,3.54,0,44,No,No,2,61.9,Low,0,8.38,1.71,1.058,11,87.8,3.3,45.28,0
71304,Canned Goods,Supplier_V1,North,Small,6/24/2025,Summer,17,1.79,2,1,0.8,0,25,No,No,1,45.3,Medium,0,8.99,0.349,1.08,22,86.8,0.95,66.28,0
71305,Dairy,Supplier_K1,South,Small,7/9/2025,Fall,4,0.65,2,3,1.83,0,16,No,No,1,63.3,Medium,1,5.33,1.591,0.827,6,85.4,1.7,59.35,0
71306,Canned Goods,Supplier_R1,North,Small,8/10/2025,Fall,5,1.16,13,6,4.89,0,32,No,No,5,27.6,Medium,0,3.97,2.946,0.807,30,62.3,5.05,58.65,0
71307,Dairy,Supplier_F2,Central,Medium,8/23/2025,Winter,4,8.02,38,2,0.84,0,27,No,No,1,96.5,High,1,0.49,0.099,1.242,13,96,0.76,68.75,1
71308,Frozen,Supplier_M1,South,Small,7/29/2025,Spring,20,0.96,2,1,7.27,0,23,No,No,1,49.8,High,1,18.87,4.277,1.004,21,92.7,6.34,60.79,0
71309,Frozen,Supplier_J2,East,Medium,8/12/2025,Fall,17,1.75,10,3,4.45,0,29,No,No,1,58.1,Medium,1,9.19,1.978,1.102,33,84.8,3.87,81.58,0
71310,Dairy,Supplier_Y1,South,Medium,8/1/2025,Fall,35,5.12,26,2,0.83,0,50,No,No,2,63.2,Medium,1,6.7,0.148,0.977,11,64,0.81,42.17,0
71311,Personal Care,Supplier_P2,North,Medium,8/22/2025,Summer,6,5.44,42,5,1.88,0,23,No,No,1,75.8,Low,0,1.08,0.316,0.94,9,69.7,2.09,41.34,1
71312,Canned Goods,Supplier_F1,West,Medium,6/9/2025,Winter,27,1.07,2,2,6.15,0,45,No,No,4,59.3,High,0,22.535,3.917,0.847,17,89.1,6.96,44.96,0
71313,Produce,Supplier_O2,North,Small,6/13/2025,Spring,0,0.59,2,1,1.72,0,38,Yes,No,6,65.8,High,1,0,1.578,1.138,20,80.1,1.61,56.13,1
71314,Dairy,Supplier_F1,North,Large,7/28/2025,Spring,2,2.49,8,2,3.47,0,29,No,No,0,47.3,High,1,0.77,1.161,0.847,4,79.9,3.66,56.09,0
71315,Snacks,Supplier_Q2,South,Large,8/19/2025,Summer,63,11.125,60,4,5.27,0,104.5,No,No,2,100,Low,0,3.92,0.127,1.123,21,70.7,6.25,20.42,1
71316,Beverages,Supplier_J1,North,Medium,8/19/2025,Spring,12,0.95,17,8.5,2.61,0,14,No,No,1,46.4,Low,0,11.43,1.8,1.172,21,96.1,3.34,50.1,1
71317,Dairy,Supplier_Q1,North,Small,7/29/2025,Fall,15,0.42,2,2,3.61,0,25,Yes,No,0,53.1,Low,1,22.535,3.924,0.977,20,75.7,3.1,52.61,0
71318,Canned Goods,Supplier_Y1,South,Medium,7/21/2025,Spring,24,2.12,29,7,0.99,0,31,No,No,3,66.6,High,0,10.81,0.378,0.977,23,77.4,0.86,49.64,0
71319,Beverages,Supplier_B2,South,Large,8/5/2025,Winter,8,0.86,4,3,6.16,0,15,No,No,2,53.2,Medium,0,8.33,4.277,0.929,18,72.2,6.23,44.51,0
71320,Beverages,Supplier_Q1,East,Small,8/4/2025,Spring,29,1.65,38,8.5,2.36,0,40,No,No,2,40.5,High,0,16.57,1.098,0.977,3,63.6,2.83,58.92,0
71321,Dairy,Supplier_S1,West,Medium,8/8/2025,Summer,8,0.53,2,1,2.1,0,18,Yes,Yes,0,66.2,Medium,1,12.7,2.039,0.748,7,71,2.07,56.59,0
71322,Produce,Supplier_H1,South,Medium,6/10/2025,Winter,10,1.67,3,1,2.43,0,17,No,No,1,59.8,Medium,1,5.65,1.12,0.97,19,75.5,2.97,33.48,0
71323,Personal Care,Supplier_Q1,South,Small,7/1/2025,Spring,14,0.93,2,2,2.25,0,26,No,Yes,2,58.6,Low,0,13.59,1.573,0.977,34,70.9,2.47,55.5,0
71324,Beverages,Supplier_E1,West,Small,7/16/2025,Winter,8,0.7,2,4,3.71,0,16,No,No,1,64.6,Low,0,10,3.092,1.003,8,64.7,4.55,40.07,0
71325,Snacks,Supplier_S2,East,Medium,7/2/2025,Winter,16,2.56,39,7,5.55,0,35,No,No,0,46.3,High,0,6.02,1.814,0.983,8,85.7,5.33,57.78,0
71326,Frozen,Supplier_B1,West,Small,8/18/2025,Fall,26,3.66,6,1,9.38,0,63,Yes,No,4,58.5,High,1,6.91,2.255,0.71,31,65.1,9.82,66.53,0
71327,Dairy,Supplier_P1,North,Small,7/21/2025,Winter,59,7.72,53,3,1.09,0,94,No,No,3,80.7,Low,1,7.54,0.133,0.975,33,69.2,0.95,76.64,0
71328,Produce,Supplier_K1,West,Medium,6/9/2025,Summer,63,11.125,21,1,9.765,0,102,No,No,4,94.2,Low,1,6.45,0.848,0.827,13,88.4,10.335,47.19,0
71329,Beverages,Supplier_I1,East,Large,7/1/2025,Summer,14,3.21,10,2,3.32,0,21,No,No,0,65.9,High,0,4.23,0.895,1.058,2,98.5,3.05,58.24,0
71330,Canned Goods,Supplier_V1,West,Small,8/10/2025,Summer,35,2.3,19,8,4.02,0,40,Yes,No,0,62.3,High,0,14.58,1.436,1.08,23,88.8,3.8,35.22,0
71331,Bakery,Supplier_F2,Central,Medium,8/22/2025,Fall,45,7.16,51,4,4.57,0,104.5,No,Yes,1,86.3,Medium,1,6.2,0.597,1.242,10,97.8,4.41,87.76,0
71332,Snacks,Supplier_M2,West,Medium,6/23/2025,Spring,22,5.25,18,2,1.99,0,41,No,No,3,72.5,High,0,4.11,0.346,0.816,15,81.9,2.42,53.15,0
71333,Household,Supplier_G1,Central,Large,8/2/2025,Winter,3,1.1,12,4,3.37,0,30,No,No,3,43.9,High,0,2.5,2.106,1.105,23,97.5,3.43,54.72,0
71334,Frozen,Supplier_C2,South,Large,7/20/2025,Spring,33,4.42,24,3,2.81,0,50,Yes,No,0,69.9,Low,1,7.3,0.571,1.058,11,82.7,3.07,54.71,0
71335,Dairy,Supplier_S2,East,Medium,7/23/2025,Spring,7,3.14,18,2,3.46,0,48,No,No,2,52.5,High,1,2.16,0.951,0.983,30,82.4,3.84,25.74,0
71336,Beverages,Supplier_J1,West,Large,6/3/2025,Spring,63,11.125,60,8,2.17,0,104.5,No,No,1,96.4,Low,0,8.26,0.161,1.172,21,97,2.66,65.57,0
71337,Beverages,Supplier_J1,Central,Small,8/15/2025,Winter,10,0.81,2,4,2.64,0,17,No,No,1,68.5,Medium,0,10.99,2.015,1.172,4,89.7,2.69,65.08,0
71338,Bakery,Supplier_D1,East,Medium,7/15/2025,Summer,63,6.31,30,2,2.65,0,93,No,No,2,60.1,Medium,1,9.98,0.389,1.015,5,80.1,2.26,38.3,0
71339,Frozen,Supplier_B2,East,Small,7/30/2025,Winter,9,1.52,12,3,3.5,0,52,No,No,5,51.9,Low,1,5.56,1.733,0.929,31,68.4,3.13,30.34,0
71340,Canned Goods,Supplier_F1,Central,Large,7/3/2025,Fall,31,1.58,11,2,6.77,0,41,No,No,1,44.5,Low,0,18.45,3.255,0.847,10,81.5,7.47,52.98,0
71341,Produce,Supplier_E2,South,Medium,6/15/2025,Spring,58,5.88,10,1,1.56,0,63,No,No,3,74.2,Medium,1,9.7,0.245,0.724,7,91.5,1.84,33,0
71342,Snacks,Supplier_K2,East,Large,8/25/2025,Spring,36,7.64,60,8,0.86,0,65,No,No,8,84.4,High,0,4.65,0.106,1.167,29,61.7,0.9,75.22,0
71343,Beverages,Supplier_H1,South,Medium,6/24/2025,Spring,25,2.67,27,7,9.12,0,31,No,No,0,55.3,Low,0,9.03,2.877,0.97,34,77,10.335,47.56,0
71344,Snacks,Supplier_C1,North,Small,7/20/2025,Summer,6,0.55,2,3,6.11,0,11,No,No,5,62.7,Low,0,9.23,4.277,0.988,20,90,5.99,45.63,0
71345,Beverages,Supplier_I2,North,Small,6/3/2025,Fall,13,1.24,2,3,6.79,0,35,No,No,3,74.1,Low,0,9.7,3.902,1.1,21,83.5,7.96,41.71,0
71346,Household,Supplier_P2,East,Medium,6/19/2025,Spring,19,1.75,15,5,2.26,0,33,Yes,No,1,54.4,Medium,0,10.27,1.004,0.94,19,86.4,2.66,29.25,0
71347,Household,Supplier_N2,North,Small,7/15/2025,Fall,7,0.38,10,6,3.36,0,13,Yes,Yes,6,68.9,Medium,0,14.58,3.818,0.872,26,90.1,3.58,53.76,0
71348,Meat,Supplier_Q1,West,Large,6/13/2025,Summer,5,11.125,29,1,3.03,0,104.5,No,No,2,100,High,1,0.26,0.155,0.977,17,79.6,3.09,68.39,1
71349,Household,Supplier_N1,West,Medium,8/3/2025,Fall,12,1.25,20,8,4.36,0,39,No,No,8,65.2,High,0,8.89,2.491,1.198,1,73.6,4.72,61.44,0
71350,Beverages,Supplier_G2,Central,Medium,8/21/2025,Fall,8,5,14,2,1.82,0,83,No,No,8.5,77.9,Low,0,1.57,0.331,0.74,14,91.9,3.34,48.64,0
71351,Frozen,Supplier_K2,South,Small,7/5/2025,Summer,27,6.63,34,3,7.5,0,44,No,No,2,70.7,Low,1,4.01,1.052,1.167,31,75.4,8.14,63.31,0
71352,Personal Care,Supplier_P1,Central,Small,6/13/2025,Winter,58,4.57,27,3,4.65,0,74,No,No,5,71.9,Low,0,12.42,0.917,0.975,22,67.2,4.22,33.85,0
71353,Personal Care,Supplier_S2,North,Small,8/29/2025,Fall,2,1.31,14,5,1.23,0,48,No,No,2,55.8,Low,0,1.42,0.68,0.983,15,75.2,1.28,78.62,0
71354,Frozen,Supplier_O1,East,Large,8/24/2025,Spring,10,1.68,5,1,2.76,0,17,No,No,1,57.5,Medium,1,5.62,1.266,1.148,13,89.9,2.73,70.98,0
71355,Dairy,Supplier_Q2,West,Medium,6/21/2025,Fall,16,1.69,7,1,2.71,0,20,No,Yes,0,51.8,Low,1,8.94,1.237,1.123,19,65.7,2.52,60.34,0
71356,Beverages,Supplier_F1,Central,Small,8/10/2025,Winter,13,7.86,49,4,1.94,0,72,Yes,No,8.5,85.2,Low,0,1.63,0.232,0.847,23,92.9,1.93,45.95,1
71357,Personal Care,Supplier_T1,East,Small,8/25/2025,Winter,30,5.29,16,2,2.66,0,87,No,No,1,61.6,Low,0,5.57,0.459,0.812,33,63.7,3.06,53.82,0
71358,Bakery,Supplier_Q1,North,Medium,8/21/2025,Spring,8,0.34,7,3,2.39,0,12,No,No,3,34,High,1,18.18,2.845,0.977,29,90,2.32,45.73,0
71359,Bakery,Supplier_F2,Central,Small,7/8/2025,Summer,25,1.54,5,1,7.43,0,32,No,No,1,56.9,Medium,1,15.24,3.642,1.242,18,60.2,7.24,65.5,0
71360,Snacks,Supplier_W1,Central,Small,8/9/2025,Spring,38,2.69,33,5,5.13,0,43,No,No,2,71.9,Low,0,13.62,1.608,1.245,8,74.6,4.96,42.94,0
71361,Snacks,Supplier_A2,West,Small,6/5/2025,Spring,0,0.4,2,3,0.59,0,17,Yes,No,6,55.5,Low,0,0,0.656,0.948,26,65.3,0.69,44.96,1
71362,Snacks,Supplier_C1,West,Medium,7/1/2025,Spring,4,1.84,9,3,2.75,0,38,No,No,8.5,67.8,Medium,0,2.06,1.175,0.988,2,73.8,2.62,43.03,1
71363,Dairy,Supplier_M1,South,Medium,8/29/2025,Winter,31,1.62,2,2,2.15,0,32,No,No,1,63.9,Low,1,18.02,1.014,1.004,6,93.4,2.48,62.81,1
71364,Household,Supplier_Q1,Central,Large,8/16/2025,Winter,22,4.66,60,7,4.78,0,29,No,No,8.5,62,Low,0,4.62,0.926,0.977,7,61,4.58,56.41,0
71365,Snacks,Supplier_S2,Central,Small,8/22/2025,Winter,3,1.34,22,8.5,1.67,0,30,No,No,0,65.8,Low,0,2.08,0.908,0.983,14,87.5,1.67,54.54,1
71366,Beverages,Supplier_Q1,Central,Medium,8/3/2025,Fall,23,4.41,55,6,1.98,0,41,Yes,No,1,65.4,High,0,5.1,0.403,1.123,20,71.6,2.31,21.79,0
71367,Produce,Supplier_D1,North,Medium,7/5/2025,Spring,7,1.76,5,1,7.58,0,34,Yes,No,0,74.6,High,1,3.76,3.354,1.015,27,62.1,6.69,39.64,0
71368,Snacks,Supplier_C1,Central,Large,6/4/2025,Summer,5,6.72,14,1,0.85,0,42,Yes,No,2,100,Low,0,0.73,0.118,0.988,29,94.6,0.83,46.21,1
71369,Frozen,Supplier_P2,West,Small,6/29/2025,Summer,33,3.72,28,4,1.47,0,44,No,No,2,65.9,High,1,8.64,0.348,0.94,15,84.3,1.83,50.22,0
71370,Dairy,Supplier_S2,South,Medium,8/22/2025,Summer,40,2.49,16,3,1.27,0,45,No,No,5,69,Low,1,15.44,0.425,0.983,4,91.2,1.14,73.11,0
71371,Snacks,Supplier_S1,North,Medium,7/22/2025,Summer,10,2.17,23,4,2.63,0,37,No,No,0,53.4,Low,0,4.41,0.985,0.748,10,78.1,3.27,41.24,0
71372,Beverages,Supplier_I1,North,Medium,8/26/2025,Spring,17,2.11,45,8.5,3.51,0,24,No,No,1,57.7,High,0,7.69,1.345,1.058,32,66.1,4.36,13.58,1
71373,Frozen,Supplier_D2,East,Small,6/18/2025,Spring,36,2.86,8,1,2.04,0,46,No,No,1,59.7,High,1,12.16,0.607,0.895,23,80.1,2.41,33.44,0
71374,Beverages,Supplier_I2,Central,Small,7/15/2025,Spring,9,0.67,16,8.5,2.33,0,19,No,No,8.5,54.6,Medium,0,11.69,1.991,1.1,30,68.6,2.33,40.35,0
71375,Produce,Supplier_Z1,West,Medium,7/7/2025,Summer,6,11.125,60,4,6.84,0,104.5,No,Yes,1,100,Medium,1,0.43,0.474,0.938,6,70.2,6.29,40.78,0
71376,Bakery,Supplier_H1,North,Medium,6/18/2025,Fall,63,11.125,43,1,4.41,0,104.5,No,No,1,100,Low,1,3.61,0.208,0.97,12,71.1,4.56,54.61,0
