camera_id,age_days,daily_usage_hours,avg_temperature_c,avg_humidity_percent,vibration_level,signal_strength_dbm,avg_power_consumption_w,firmware_version,camera_type,location_type,manufacturer,weather_exposure,needs_maintenance
CAM_025308,223,990,23.7,66.6,0.22,-63.4,12.4,7,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_027194,315,1059,25.7,55.7,1.31,-35.3,13.2,3,PTZ,Outdoor_Residential,Hikvision,Low,1
CAM_015161,274,1042,20.7,71.0,0.26,-50.6,10.4,8,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_021572,385,1029,17.9,58.2,0.36,-61.1,15.3,10,Bullet,Indoor,Hikvision,High,0
CAM_039122,18,1046,37.7,56.1,1.3,-72.5,14.5,8,Thermal,Indoor,Hikvision,Medium,0
CAM_048599,426,992,26.5,60.8,0.08,-47.8,16.9,3,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_035015,525,1054,29.7,64.7,0.58,-53.0,14.0,4,Bullet,Indoor,Dahua,Low,0
CAM_002047,449,931,12.2,44.6,0.12,-49.4,15.8,7,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_001495,402,946,26.6,68.4,0.62,-46.4,15.6,6,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_035441,707,1057,37.8,77.1,0.45,-49.1,14.9,2,Bullet,Indoor,Dahua,Medium,0
CAM_048370,1,1072,26.0,41.8,1.62,-52.8,20.2,4,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_014450,794,999,32.4,38.8,0.29,-32.1,13.1,8,PTZ,Indoor,Bosch,High,0
CAM_017329,114,1022,9.2,66.2,0.99,-51.2,15.4,5,Thermal,Indoor,Axis,High,1
CAM_013813,69,978,18.2,58.3,1.99,-65.9,17.4,8,Dome,Indoor,Hikvision,Low,0
CAM_008839,18,1027,20.7,75.3,0.09,-49.0,19.4,4,PTZ,Indoor,Hikvision,Medium,0
CAM_000970,397,1069,18.4,45.3,1.71,-54.3,16.1,9,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_020642,19,969,22.5,76.7,0.65,-55.7,19.2,4,PTZ,Outdoor_Residential,Hikvision,Low,0
CAM_045708,860,987,24.9,76.0,0.31,-40.5,14.3,9,Dome,Warehouse,Axis,Medium,0
CAM_049440,302,1067,34.3,47.1,1.0,-48.5,15.3,1,Bullet,Outdoor_Residential,Axis,Low,0
CAM_023950,792,964,25.3,67.9,0.44,-60.4,11.3,2,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_019765,169,1001,26.1,74.8,0.49,-56.7,20.3,1,PTZ,Indoor,Dahua,High,0
CAM_041725,292,996,18.2,86.6,0.48,-50.0,12.2,5,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_027592,132,1033,28.3,60.3,0.23,-55.6,15.0,7,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_008773,193,994,25.7,77.9,0.52,-45.3,11.5,9,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_042960,1257,989,15.4,45.5,1.55,-69.8,14.5,5,Dome,Indoor,Axis,High,0
CAM_039724,116,964,18.3,35.4,0.16,-49.4,19.9,5,PTZ,Outdoor_Commercial,Dahua,Low,1
CAM_048627,399,953,28.3,83.0,1.01,-56.2,13.4,6,Thermal,Outdoor_Residential,Hikvision,High,0
CAM_019941,312,1001,12.4,65.0,0.27,-48.6,12.3,9,Bullet,Indoor,Hikvision,Medium,0
CAM_023167,833,906,21.1,42.7,2.24,-44.8,12.0,5,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_009201,213,1001,29.9,78.5,0.22,-58.3,17.2,5,Dome,Outdoor_Commercial,Bosch,Medium,0
CAM_007826,1052,935,21.2,87.0,1.55,-55.3,11.7,6,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_035682,152,1020,17.1,88.8,0.64,-67.6,15.7,7,Bullet,Indoor,Dahua,Medium,0
CAM_008242,9,976,18.3,62.2,1.98,-40.8,20.2,8,Bullet,Outdoor_Commercial,Axis,Medium,1
CAM_043956,402,1007,9.4,58.3,0.26,-54.8,22.2,2,PTZ,Outdoor_Residential,Hikvision,Low,0
CAM_021836,431,945,12.1,69.5,1.41,-60.2,18.6,8,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_004015,109,1020,23.7,64.6,1.29,-48.1,17.4,1,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_007500,285,969,23.2,52.7,0.76,-47.8,15.2,9,Dome,Outdoor_Residential,Axis,Low,0
CAM_020934,7,939,42.2,54.6,0.72,-64.7,14.5,9,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_004278,49,1066,26.3,76.6,0.09,-57.1,12.9,10,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_027753,966,1054,20.5,46.9,0.67,-60.3,15.7,7,Bullet,Indoor,Axis,Low,0
CAM_018784,793,992,17.4,74.9,0.98,-56.7,20.0,1,Dome,Outdoor_Commercial,Bosch,High,0
CAM_016710,493,986,21.0,63.8,0.54,-63.3,18.1,7,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_022628,427,1015,23.8,56.5,0.3,-52.8,22.0,4,PTZ,Outdoor_Commercial,Dahua,Medium,0
CAM_034284,673,1023,33.6,63.9,0.5,-47.7,13.4,8,Bullet,Indoor,Axis,High,0
CAM_040699,214,1026,26.0,57.7,0.57,-54.9,17.0,3,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_038548,883,998,20.2,89.0,0.05,-63.2,10.7,5,Dome,Outdoor_Residential,Axis,Low,0
CAM_018277,155,1053,8.6,51.6,0.68,-52.5,17.1,9,Thermal,Indoor,Axis,Low,0
CAM_044779,162,918,9.2,35.8,1.06,-61.0,13.4,5,Dome,Outdoor_Residential,Hikvision,High,0
CAM_030021,209,936,20.3,38.2,0.04,-48.9,8.5,8,Bullet,Warehouse,Bosch,Low,0
CAM_030743,93,1049,19.2,78.1,0.06,-55.3,12.4,3,PTZ,Outdoor_Residential,Hikvision,Low,0
CAM_038922,209,974,26.0,75.4,0.31,-40.9,14.6,4,Bullet,Indoor,Dahua,Medium,0
CAM_044624,908,1020,27.9,64.9,0.7,-57.2,15.2,6,Dome,Outdoor_Commercial,Axis,High,0
CAM_046629,0,964,29.5,53.1,0.36,-46.0,15.7,10,Dome,Indoor,Hikvision,High,1
CAM_021129,489,1002,26.8,76.7,0.47,-46.9,16.4,4,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_027558,209,1054,16.7,72.2,1.63,-48.4,14.5,9,Dome,Indoor,Axis,Low,0
CAM_049540,124,955,33.9,34.2,0.08,-66.4,19.4,6,Bullet,Indoor,Dahua,High,1
CAM_004313,759,1033,19.7,58.8,0.09,-59.5,16.7,8,Bullet,Warehouse,Hikvision,Medium,0
CAM_020678,189,1105,34.8,49.7,3.09,-51.0,10.0,6,Dome,Indoor,Axis,Low,0
CAM_032251,346,1079,20.8,48.2,1.02,-54.1,11.2,5,Dome,Outdoor_Commercial,Bosch,High,0
CAM_005870,86,1060,20.3,53.9,0.41,-56.2,14.6,5,Thermal,Outdoor_Residential,Hikvision,High,0
CAM_023179,226,975,35.5,59.0,0.31,-59.4,14.2,10,Bullet,Outdoor_Commercial,Axis,High,0
CAM_033730,31,982,24.0,67.5,0.28,-62.7,19.5,8,PTZ,Indoor,Dahua,Low,0
CAM_036675,116,1053,24.4,71.9,0.02,-48.9,17.9,9,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_041474,686,1023,12.5,77.8,0.93,-43.2,12.8,8,PTZ,Indoor,Axis,Low,0
CAM_040017,159,1035,22.6,30.8,0.11,-48.2,24.0,2,Bullet,Outdoor_Residential,Dahua,High,0
CAM_004698,54,1067,21.7,73.8,0.34,-35.9,13.5,7,PTZ,Indoor,Hikvision,Medium,0
CAM_011137,840,1130,16.8,59.0,0.77,-46.2,14.4,1,Bullet,Warehouse,Axis,Low,0
CAM_021138,65,993,21.6,53.6,0.16,-42.6,15.0,3,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_044008,217,997,35.9,42.9,0.04,-56.0,18.4,7,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_000275,254,1050,20.1,45.6,0.13,-50.7,17.4,9,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_035465,257,951,29.6,55.3,1.43,-42.1,16.7,9,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_040414,306,1037,17.2,57.4,0.14,-61.7,11.1,7,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_022549,180,1031,25.1,57.1,0.05,-54.2,16.6,4,PTZ,Outdoor_Residential,Axis,Low,0
CAM_015133,10,1008,21.9,76.3,0.4,-51.3,12.7,6,Dome,Indoor,Axis,Medium,0
CAM_026518,883,1003,18.2,69.6,0.29,-72.3,14.9,10,Dome,Outdoor_Residential,Hikvision,High,0
CAM_013309,262,1033,20.6,47.8,0.21,-50.0,13.0,2,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_027806,141,1035,30.6,56.7,0.22,-78.7,16.9,1,Dome,Outdoor_Commercial,Axis,Low,0
CAM_036143,12,1074,24.9,68.1,0.23,-47.5,12.7,3,Bullet,Outdoor_Residential,Axis,High,0
CAM_012698,1002,956,14.0,66.1,0.03,-66.5,12.7,4,Bullet,Outdoor_Residential,Dahua,High,0
CAM_032087,490,897,14.6,55.1,0.23,-61.3,18.9,9,Dome,Warehouse,Dahua,Low,0
CAM_011599,389,1009,14.9,64.1,0.32,-48.0,15.7,7,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_045110,241,1015,35.1,33.6,0.69,-66.2,13.6,2,Dome,Indoor,Dahua,Low,0
CAM_042075,99,1016,33.2,74.1,0.17,-55.1,9.8,2,Bullet,Indoor,Hikvision,Medium,1
CAM_022843,623,950,18.2,47.6,0.49,-47.7,15.1,2,Bullet,Outdoor_Residential,Axis,Low,0
CAM_022759,366,950,16.0,30.9,0.39,-62.9,18.2,9,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_049045,103,987,10.7,63.7,0.01,-62.3,12.1,9,Dome,Warehouse,Hikvision,Medium,0
CAM_036264,579,1014,19.9,42.8,0.11,-53.6,14.5,3,Bullet,Indoor,Axis,Medium,0
CAM_002661,774,1039,20.8,62.4,1.46,-46.5,16.7,7,Dome,Indoor,Axis,Medium,0
CAM_023076,256,1001,31.0,39.8,0.26,-47.2,15.3,9,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_002748,608,1006,8.5,66.2,0.03,-53.5,18.4,10,Bullet,Warehouse,Hikvision,High,0
CAM_019449,112,1008,27.9,53.3,0.1,-55.9,11.3,9,Bullet,Indoor,Hikvision,High,0
CAM_034252,104,1054,33.3,64.7,0.26,-62.4,19.4,6,Dome,Warehouse,Hikvision,Low,0
CAM_024213,104,969,19.7,65.3,1.45,-48.8,11.3,1,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_007669,152,1054,28.6,52.8,0.22,-46.8,12.2,10,Bullet,Indoor,Hikvision,Low,0
CAM_033951,178,1066,20.7,69.0,0.52,-42.4,10.1,7,Dome,Indoor,Hikvision,Medium,1
CAM_049297,53,1002,20.7,48.4,0.06,-66.1,14.9,9,Bullet,Warehouse,Dahua,Low,0
CAM_024292,352,1026,12.5,45.8,0.51,-49.5,16.6,2,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_017390,511,955,11.4,49.6,1.46,-42.2,13.3,6,Bullet,Indoor,Axis,Low,0
CAM_010232,718,1001,20.3,70.3,0.07,-73.0,9.1,4,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_033219,406,1030,17.9,61.2,0.66,-44.7,17.6,3,Bullet,Warehouse,Bosch,Low,0
CAM_009668,447,956,20.5,73.5,0.47,-46.8,16.5,1,Bullet,Warehouse,Hikvision,Low,0
CAM_011454,1557,1042,21.2,67.5,0.07,-50.7,10.5,5,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_012367,160,955,23.8,65.6,0.35,-61.2,16.8,2,Dome,Outdoor_Residential,Bosch,Medium,0
CAM_034683,59,1005,24.8,70.7,0.98,-52.6,16.1,4,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_042902,238,1012,25.7,58.1,0.79,-58.6,13.0,1,PTZ,Warehouse,Dahua,Low,0
CAM_021002,567,935,4.7,65.6,0.67,-54.3,18.2,1,Dome,Outdoor_Residential,Dahua,High,0
CAM_016518,464,1052,18.8,56.5,1.74,-70.1,7.7,10,Dome,Indoor,Axis,High,0
CAM_028944,238,1036,22.7,79.1,0.22,-52.6,16.8,6,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_011169,32,992,22.7,84.2,0.9,-58.5,10.0,5,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_003351,201,923,5.0,51.7,0.09,-48.8,9.8,10,Dome,Indoor,Bosch,Low,0
CAM_000435,440,1122,16.3,71.9,0.19,-57.0,15.5,9,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_040939,503,986,27.8,70.2,0.44,-48.1,19.6,3,Dome,Indoor,Hikvision,Low,0
CAM_022661,263,1024,26.8,64.4,0.9,-49.0,16.3,3,Dome,Outdoor_Commercial,Axis,High,0
CAM_036255,958,937,17.9,79.3,0.38,-62.2,11.8,10,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_017148,169,933,7.8,52.1,0.13,-41.0,14.5,2,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_030701,1117,1028,22.9,58.7,1.68,-42.0,16.4,9,Thermal,Indoor,Axis,High,0
CAM_011074,130,1057,14.7,72.5,0.04,-62.6,15.6,1,Dome,Warehouse,Bosch,Medium,0
CAM_002594,56,1037,22.9,83.8,0.64,-56.3,18.2,9,PTZ,Warehouse,Hikvision,Low,0
CAM_003422,524,1042,23.7,70.4,0.1,-47.2,14.1,9,Bullet,Indoor,Hikvision,Low,0
CAM_011518,450,1008,21.6,78.8,0.16,-61.3,21.2,10,PTZ,Indoor,Hikvision,Low,0
CAM_047771,107,992,35.2,47.1,0.09,-62.6,13.5,7,Bullet,Indoor,Hikvision,Low,0
CAM_041956,507,971,17.4,58.9,0.78,-43.5,14.9,8,PTZ,Outdoor_Residential,Hikvision,High,0
CAM_008797,257,971,18.7,87.5,0.49,-61.9,15.6,4,Dome,Outdoor_Commercial,Dahua,High,0
CAM_037279,332,977,20.1,70.6,0.5,-65.2,12.5,5,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_016700,696,1026,9.3,72.8,0.55,-56.3,18.7,6,Dome,Outdoor_Residential,Axis,Low,0
CAM_038992,499,1038,13.4,61.1,1.4,-48.8,13.8,10,Dome,Outdoor_Commercial,Axis,High,0
CAM_000146,343,1050,37.0,80.7,0.21,-60.9,11.6,1,Dome,Warehouse,Dahua,Low,0
CAM_043450,197,1079,19.6,76.0,0.56,-56.2,18.8,10,Bullet,Warehouse,Hikvision,Low,0
CAM_026282,234,974,22.3,71.2,0.35,-65.1,13.1,5,Thermal,Warehouse,Axis,Medium,0
CAM_010495,66,1089,20.7,59.1,0.22,-40.7,9.0,2,Dome,Indoor,Dahua,Medium,1
CAM_022737,67,979,27.1,58.2,0.49,-56.2,9.6,7,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_011114,307,982,30.3,84.6,0.29,-52.7,14.6,9,Dome,Warehouse,Dahua,Medium,0
CAM_044220,412,1005,17.4,29.2,0.61,-59.9,13.4,3,PTZ,Outdoor_Commercial,Hikvision,High,1
CAM_013481,2,1072,32.5,63.6,0.46,-61.3,17.4,5,PTZ,Warehouse,Hikvision,Medium,0
CAM_025043,6,971,18.7,52.1,0.39,-49.4,12.6,7,Bullet,Outdoor_Commercial,Dahua,Low,1
CAM_030872,411,960,39.7,49.0,0.42,-62.3,10.7,2,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_033838,313,1073,14.5,76.2,0.25,-56.3,14.6,7,Dome,Indoor,Hikvision,High,1
CAM_049209,49,1002,19.4,56.4,0.15,-45.2,18.0,4,Dome,Indoor,Axis,High,0
CAM_027864,210,987,25.2,47.5,0.77,-47.5,16.7,7,PTZ,Outdoor_Residential,Hikvision,High,1
CAM_047384,610,1082,21.0,67.7,0.62,-48.1,15.6,10,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_005359,251,994,22.4,81.4,0.05,-49.6,15.2,9,Dome,Indoor,Hikvision,Medium,0
CAM_048351,165,1044,20.4,73.5,0.56,-44.6,8.2,4,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_032513,166,1020,31.7,74.0,1.31,-50.2,9.9,4,Dome,Warehouse,Axis,Low,0
CAM_025147,1093,973,38.5,79.0,0.28,-46.6,18.2,2,Dome,Warehouse,Axis,High,0
CAM_008614,96,1080,25.2,79.2,0.96,-54.9,19.1,6,Dome,Indoor,Dahua,Medium,0
CAM_039485,1358,923,26.6,56.5,1.42,-61.1,21.2,9,Dome,Warehouse,Axis,Low,0
CAM_017386,355,1005,28.0,76.5,0.41,-65.0,17.0,6,Bullet,Indoor,Axis,Medium,0
CAM_042958,56,979,32.6,73.8,0.36,-53.1,16.6,2,Dome,Indoor,Dahua,High,1
CAM_049322,199,1038,27.6,63.3,0.17,-52.8,14.2,10,Dome,Outdoor_Residential,Axis,Low,0
CAM_007799,111,939,30.1,53.1,0.09,-60.9,16.4,8,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_045456,197,924,34.9,44.0,0.42,-57.9,17.0,3,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_007824,219,939,33.3,63.2,2.79,-46.2,13.4,4,Dome,Outdoor_Residential,Bosch,Low,0
CAM_033032,427,1024,23.8,45.3,0.5,-65.1,14.8,4,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_003868,391,983,15.8,58.2,0.02,-60.2,15.8,9,Dome,Indoor,Axis,Medium,0
CAM_004649,67,943,24.1,87.6,0.79,-38.6,17.2,4,Dome,Indoor,Bosch,Low,1
CAM_048698,719,1053,25.2,37.3,0.33,-47.7,15.8,3,Bullet,Outdoor_Residential,Axis,Low,0
CAM_027177,122,949,8.1,66.9,0.05,-64.4,18.6,9,Dome,Warehouse,Axis,Medium,0
CAM_009544,148,997,8.3,63.2,0.06,-46.0,14.5,3,Bullet,Warehouse,Bosch,High,1
CAM_002737,287,940,23.3,82.3,0.23,-57.1,14.7,2,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_003111,101,1006,30.7,87.1,0.1,-48.9,18.0,2,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_011862,604,972,20.4,83.7,0.09,-66.7,9.1,6,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_035599,919,978,26.2,52.6,0.4,-65.9,11.9,10,Thermal,Indoor,Dahua,High,0
CAM_048937,109,977,9.6,81.6,0.25,-48.7,17.9,8,Thermal,Indoor,Hikvision,High,1
CAM_007952,337,957,12.0,64.0,0.01,-45.2,14.0,2,Thermal,Outdoor_Commercial,Axis,High,0
CAM_005970,571,973,21.4,42.1,0.11,-64.5,15.8,2,Dome,Warehouse,Bosch,Low,0
CAM_014994,518,985,29.7,40.1,0.16,-68.3,13.2,4,Bullet,Warehouse,Hikvision,Low,0
CAM_034715,109,1026,33.6,59.4,0.09,-57.2,11.9,6,Dome,Indoor,Hikvision,High,0
CAM_017956,142,1041,10.9,58.4,0.15,-48.6,15.1,4,Dome,Warehouse,Axis,Low,0
CAM_030528,345,1009,24.7,63.7,0.47,-68.2,16.6,2,Dome,Outdoor_Commercial,Axis,Low,0
CAM_040795,179,997,17.4,70.1,1.53,-65.9,11.7,2,Dome,Indoor,Bosch,Medium,0
CAM_000076,538,933,29.5,51.5,0.12,-49.9,12.9,4,Bullet,Outdoor_Residential,Dahua,High,0
CAM_006628,296,1057,25.0,69.6,0.67,-48.8,10.7,6,Bullet,Outdoor_Residential,Bosch,Low,0
CAM_047722,956,1017,12.8,68.0,0.06,-54.9,17.1,10,Bullet,Outdoor_Residential,Axis,Low,0
CAM_035011,80,1055,19.6,61.9,0.5,-50.9,13.8,1,PTZ,Outdoor_Commercial,Dahua,Medium,0
CAM_014147,124,990,18.4,67.0,0.48,-68.3,14.4,3,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_010687,26,1004,14.1,50.9,0.36,-56.4,16.3,10,PTZ,Outdoor_Residential,Hikvision,Medium,0
CAM_035976,16,911,14.5,31.4,0.51,-58.4,14.3,1,Dome,Indoor,Dahua,Medium,0
CAM_031525,638,962,25.5,42.4,0.45,-61.8,14.1,10,Bullet,Indoor,Bosch,Medium,0
CAM_003005,652,1020,19.1,71.3,0.84,-54.6,11.6,5,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_010543,532,1051,20.5,90.6,0.15,-71.3,19.3,9,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_009276,125,918,35.4,24.6,0.06,-56.5,14.1,4,Thermal,Outdoor_Residential,Axis,Low,0
CAM_002345,403,1002,10.1,71.5,0.69,-70.9,14.7,8,Dome,Indoor,Hikvision,Medium,0
CAM_006088,450,942,30.1,79.0,1.04,-57.4,21.1,1,Thermal,Indoor,Dahua,Medium,0
CAM_010269,219,1013,18.5,53.2,0.32,-47.8,17.6,4,Dome,Indoor,Axis,Low,0
CAM_016271,484,1027,14.2,79.3,1.19,-54.8,15.2,7,Bullet,Warehouse,Axis,Medium,1
CAM_033119,530,1057,27.1,70.2,0.19,-53.6,12.9,9,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_015803,219,1026,25.4,70.5,0.09,-67.8,21.7,7,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_046277,253,1034,26.3,27.8,0.38,-54.2,15.8,9,Dome,Indoor,Dahua,High,0
CAM_035320,90,1022,17.6,44.3,0.32,-63.9,20.6,5,Bullet,Indoor,Axis,Low,0
CAM_010658,215,947,23.0,68.6,0.37,-54.0,15.8,10,Dome,Indoor,Hikvision,Low,0
CAM_000988,103,1062,33.1,66.9,0.02,-53.6,22.5,6,Dome,Outdoor_Residential,Bosch,Low,0
CAM_015179,30,1004,24.7,22.3,0.62,-53.9,9.7,5,Dome,Indoor,Hikvision,High,0
CAM_036324,635,892,25.0,56.1,0.13,-75.1,15.7,2,PTZ,Indoor,Hikvision,Low,0
CAM_045950,652,963,18.1,63.2,0.03,-61.9,14.0,4,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_018428,171,1003,32.9,64.6,0.01,-66.9,15.7,5,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_041549,156,936,19.5,65.5,0.04,-46.4,13.7,10,PTZ,Indoor,Hikvision,Low,0
CAM_006717,210,1043,32.6,82.3,0.01,-59.0,12.7,8,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_014816,216,999,31.1,70.4,0.74,-73.4,12.8,1,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_037716,239,964,29.2,43.4,1.44,-64.4,14.6,3,PTZ,Indoor,Dahua,Low,0
CAM_028653,434,1016,10.3,69.8,0.0,-53.8,13.8,3,Dome,Outdoor_Residential,Bosch,Medium,0
CAM_046815,117,1038,28.3,80.4,0.44,-44.3,17.3,2,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_015084,102,1071,16.4,67.4,0.11,-80.0,9.7,2,PTZ,Outdoor_Residential,Axis,Medium,0
CAM_036097,224,1009,30.3,85.4,0.18,-54.7,15.7,9,Bullet,Outdoor_Residential,Dahua,High,0
CAM_045727,370,1026,21.4,88.0,1.6,-61.2,11.4,5,Bullet,Indoor,Dahua,Medium,0
CAM_009005,151,1031,25.9,66.7,0.48,-54.1,14.8,1,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_009727,83,1008,22.4,77.6,0.44,-55.3,15.1,8,Bullet,Indoor,Axis,High,0
CAM_016060,164,972,5.5,57.5,0.83,-43.7,17.2,5,Dome,Warehouse,Axis,Low,0
CAM_009226,188,968,20.6,68.8,0.22,-61.9,18.1,8,Dome,Warehouse,Bosch,High,0
CAM_041446,564,937,19.4,71.7,0.03,-50.0,14.4,1,Dome,Warehouse,Axis,Low,0
CAM_002270,40,1068,18.8,32.6,0.88,-43.4,16.2,5,Dome,Warehouse,Axis,Low,1
CAM_000696,124,1004,26.5,65.4,0.14,-53.9,10.8,5,Dome,Outdoor_Commercial,Bosch,High,1
CAM_046676,582,1050,13.0,73.9,0.16,-56.5,17.9,10,Dome,Outdoor_Residential,Hikvision,High,0
CAM_023753,257,1016,24.2,45.8,0.29,-46.9,14.9,6,Dome,Outdoor_Residential,Hikvision,High,0
CAM_023087,193,1004,22.7,85.1,0.19,-50.2,18.3,4,Dome,Indoor,Hikvision,Medium,0
CAM_021931,792,1036,31.5,65.0,0.04,-63.1,18.5,4,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_011896,25,1017,5.8,69.6,0.18,-58.3,11.9,6,Bullet,Indoor,Dahua,Low,0
CAM_025789,84,987,19.0,47.1,0.32,-56.1,14.7,3,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_047896,396,1052,24.8,90.4,0.62,-49.2,11.9,9,Dome,Warehouse,Bosch,High,0
CAM_017835,97,1018,25.1,88.3,0.04,-45.5,14.6,2,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_037798,254,976,16.5,69.7,0.17,-54.0,11.8,8,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_039814,731,983,28.5,79.0,0.32,-67.9,15.0,3,Thermal,Indoor,Axis,High,0
CAM_039977,627,1020,26.3,85.0,0.09,-45.7,11.9,7,Dome,Indoor,Axis,High,0
CAM_040640,37,1093,29.1,52.8,0.11,-53.2,13.1,9,Dome,Indoor,Hikvision,Medium,0
CAM_039312,74,1005,28.1,63.9,0.37,-58.0,15.1,2,Dome,Warehouse,Hikvision,Low,0
CAM_005516,602,962,18.3,79.5,0.06,-49.0,16.3,3,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_046326,75,992,23.2,66.3,0.17,-42.7,15.0,1,Thermal,Outdoor_Commercial,Hikvision,Low,0
CAM_033969,269,1031,8.0,63.1,0.21,-53.5,11.5,7,Bullet,Warehouse,Dahua,Medium,0
CAM_009176,96,901,31.2,30.4,0.15,-67.1,12.2,6,Dome,Outdoor_Residential,Hikvision,High,0
CAM_034564,235,1028,41.4,58.3,0.69,-55.3,13.3,4,Dome,Indoor,Axis,Low,0
CAM_032216,34,1006,23.9,44.6,0.08,-46.4,15.9,3,Bullet,Outdoor_Commercial,Axis,High,1
CAM_015208,52,930,27.1,66.5,1.42,-51.6,21.8,8,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_009691,210,958,24.9,56.1,0.77,-69.0,14.9,3,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_021805,39,1011,24.0,46.2,0.65,-48.2,12.7,10,Dome,Indoor,Axis,Medium,0
CAM_006173,660,1071,29.3,63.6,0.12,-58.1,14.7,7,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_016287,355,952,16.7,58.5,0.26,-62.7,12.3,9,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_009991,143,997,32.1,79.1,0.15,-64.9,11.9,10,PTZ,Outdoor_Residential,Hikvision,Low,0
CAM_002667,384,1067,9.3,63.8,0.62,-53.2,20.0,8,Dome,Warehouse,Hikvision,Low,0
CAM_033309,142,965,18.5,60.0,0.42,-53.5,8.7,5,PTZ,Outdoor_Commercial,Hikvision,High,0
CAM_036715,256,967,30.5,82.6,2.36,-52.7,18.0,6,Dome,Indoor,Dahua,Medium,0
CAM_016565,872,1013,30.1,45.9,0.05,-46.3,11.9,2,Dome,Indoor,Hikvision,High,0
CAM_049169,101,964,32.5,50.6,0.27,-49.8,21.8,3,Dome,Outdoor_Residential,Dahua,Low,0
